location,sample date,Dissolved oxygen,Water temperature
Sakda,10-Jun-05,7.2,26
Chai,13-Jun-05,6.6,24
Chai,13-Jun-05,6.4,24
Chai,13-Jun-05,6.7,24
Somchair,17-Jun-05,6.2,20
Busarakhan,17-Jun-05,6.2,21
Chai,20-Jun-05,6.69,26
Chai,20-Jun-05,6.5,25
Chai,20-Jun-05,6.49,26
Boonsri,24-Jun-05,6.2,26
Boonsri,24-Jun-05,6.4,26
Boonsri,24-Jun-05,6,26
Kohsoom,26-Jun-05,6,27.9
Boonsri,08-Jul-05,7.44,24.200001
Boonsri,08-Jul-05,6.41,24
Boonsri,08-Jul-05,6.52,24.299999
Kannika,08-Jul-05,5.7,26
Kannika,08-Jul-05,5.7,26
Kannika,08-Jul-05,5.8,26
Sakda,08-Jul-05,6.1,26
Sakda,08-Jul-05,6,26
Sakda,08-Jul-05,6,26
Boonsri,22-Jul-05,5.3,28
Boonsri,22-Jul-05,5.1,26.5
Boonsri,22-Jul-05,5.3,27
Chai,23-Jul-05,6.1,26
Chai,23-Jul-05,6,26
Chai,23-Jul-05,5.9,26
Kohsoom,24-Jul-05,6.2,24
Somchair,24-Jul-05,5.5,26
Busarakhan,24-Jul-05,4.8,26
Chai,31-Jul-05,6.42,27
Chai,31-Jul-05,6.33,26
Chai,31-Jul-05,5.89,27
Boonsri,12-Aug-05,5.62,25.5
Boonsri,12-Aug-05,5.86,26
Boonsri,12-Aug-05,5.54,26
Kannika,12-Aug-05,5.7,23
Kannika,12-Aug-05,5.7,23
Kannika,12-Aug-05,5.8,23
Sakda,12-Aug-05,6.1,23.5
Sakda,12-Aug-05,6,23.5
Sakda,12-Aug-05,6,23.5
Somchair,14-Aug-05,5.8,23
Busarakhan,14-Aug-05,5.4,25
Chai,18-Aug-05,5.6,24
Chai,18-Aug-05,5.4,24
Chai,18-Aug-05,5.3,24
Chai,25-Aug-05,5.34,27
Chai,25-Aug-05,5.58,27
Chai,25-Aug-05,5.26,27
Boonsri,26-Aug-05,4.1,27
Boonsri,26-Aug-05,4.2,28
Boonsri,26-Aug-05,3.9,28
Kohsoom,28-Aug-05,6.1,28.4
Boonsri,09-Sep-05,6.76,20.5
Boonsri,09-Sep-05,6.12,20
Boonsri,09-Sep-05,6.12,20.5
Kannika,09-Sep-05,7.1,21
Kannika,09-Sep-05,7,21
Kannika,09-Sep-05,7,21
Sakda,09-Sep-05,7.1,20.5
Sakda,09-Sep-05,7.1,20.5
Sakda,09-Sep-05,7,20.5
Chai,22-Sep-05,7.1,18
Chai,22-Sep-05,6.5,18
Chai,22-Sep-05,6.8,18
Boonsri,23-Sep-05,7.1,21
Boonsri,23-Sep-05,7.5,21.5
Boonsri,23-Sep-05,7,21.5
Somchair,24-Sep-05,7.4,19
Busarakhan,24-Sep-05,7.6,20
Kohsoom,25-Sep-05,6.7,21
Chai,29-Sep-05,6.68,21
Chai,29-Sep-05,6.83,21
Chai,29-Sep-05,6.76,21
Boonsri,02-Oct-05,5.76,19
Boonsri,02-Oct-05,6.24,19
Boonsri,02-Oct-05,6.08,19
Chai,10-Oct-05,6.6,12
Chai,10-Oct-05,6.7,12
Chai,10-Oct-05,6.8,12
Kannika,14-Oct-05,8.2,16.5
Kannika,14-Oct-05,8.1,16.5
Kannika,14-Oct-05,8.1,16.5
Sakda,14-Oct-05,8.2,16.5
Sakda,14-Oct-05,8.2,16.5
Sakda,14-Oct-05,8.1,16.5
Chai,20-Oct-05,6.74,14
Chai,20-Oct-05,6.89,14
Chai,20-Oct-05,6.82,14
Boonsri,21-Oct-05,7.8,13
Boonsri,21-Oct-05,7.1,13.5
Boonsri,21-Oct-05,6.9,14
Kohsoom,23-Oct-05,7.3,17.200001
Somchair,23-Oct-05,8,6
Busarakhan,23-Oct-05,7.9,6
Boonsri,06-Nov-05,9.14,10
Boonsri,06-Nov-05,8.11,9.5
Boonsri,06-Nov-05,8.18,9.5
Kannika,11-Nov-05,10,8.5
Kannika,11-Nov-05,10.2,8.5
Kannika,11-Nov-05,10.1,8.5
Sakda,11-Nov-05,10.2,8.5
Sakda,11-Nov-05,10.3,8.5
Sakda,11-Nov-05,10.4,8.5
Chai,19-Nov-05,8.8,12
Chai,19-Nov-05,8.9,12
Chai,19-Nov-05,8.9,12
Somchair,24-Nov-05,9,4
Busarakhan,24-Nov-05,8.6,5
Boonsri,25-Nov-05,8.5,10
Boonsri,25-Nov-05,8.4,9.5
Boonsri,25-Nov-05,8.6,10
Chai,26-Nov-05,7.27,9
Chai,26-Nov-05,8.28,9
Chai,26-Nov-05,8.8,9
Kohsoom,27-Nov-05,10.2,10
Boonsri,02-Dec-05,8.68,7.5
Boonsri,02-Dec-05,8.58,7.5
Boonsri,02-Dec-05,8.57,7.8
Chai,05-Dec-05,8.6,7
Chai,05-Dec-05,8.6,7
Chai,05-Dec-05,8.4,7
Kannika,09-Dec-05,10.6,5.5
Kannika,09-Dec-05,10.7,5.5
Kannika,09-Dec-05,10.5,5.5
Sakda,09-Dec-05,10.8,6
Sakda,09-Dec-05,10.6,6
Sakda,09-Dec-05,10.8,6
Boonsri,16-Dec-05,9.7,4.8
Boonsri,16-Dec-05,8.8,4.5
Boonsri,16-Dec-05,8.8,4.7
Chai,16-Dec-05,8.23,6.5
Chai,16-Dec-05,8.43,6.5
Chai,16-Dec-05,8.37,6.5
Kohsoom,18-Dec-05,10.3,5.6
Somchair,22-Dec-05,7.5,6
Busarakhan,22-Dec-05,7.3,5
Boonsri,13-Jan-06,9.6,2.5
Boonsri,13-Jan-06,9.4,2.5
Boonsri,13-Jan-06,9.2,2.5
Kannika,13-Jan-06,11.8,0
Kannika,13-Jan-06,11.9,0
Kannika,13-Jan-06,12.1,0
Sakda,13-Jan-06,11.9,2
Sakda,13-Jan-06,11.8,2
Sakda,13-Jan-06,11.8,2
Chai,19-Jan-06,8.5,2
Chai,19-Jan-06,9.1,2
Chai,19-Jan-06,8.9,2
Boonsri,27-Jan-06,9.58,0.5
Boonsri,27-Jan-06,9.89,0.5
Boonsri,27-Jan-06,9.82,0.5
Chai,28-Jan-06,11.2,2
Chai,28-Jan-06,11.34,2
Chai,28-Jan-06,11.7,2
Busarakhan,28-Jan-06,12.7,2
Somchair,29-Jan-06,11.6,2
Boonsri,10-Feb-06,9.52,4.5
Boonsri,10-Feb-06,9.48,4.5
Boonsri,10-Feb-06,9.43,4.5
Kannika,10-Feb-06,11.4,4.5
Kannika,10-Feb-06,11.5,4.5
Kannika,10-Feb-06,11.3,4.5
Sakda,10-Feb-06,11.2,4.5
Sakda,10-Feb-06,11.1,4.5
Sakda,10-Feb-06,11,4.5
Boonsri,24-Feb-06,9.52,7
Boonsri,24-Feb-06,9.48,6.5
Boonsri,24-Feb-06,9.43,7
Chai,24-Feb-06,11.1,2
Chai,24-Feb-06,11.1,2
Chai,24-Feb-06,11.2,2
Somchair,25-Feb-06,11.6,3
Busarakhan,25-Feb-06,12.2,3
Kohsoom,26-Feb-06,11.4,5.5
Chai,28-Feb-06,10.7,7
Chai,28-Feb-06,10.8,7
Chai,28-Feb-06,10.2,7
Boonsri,09-Mar-06,9.07,4.8
Boonsri,09-Mar-06,9.23,4.5
Boonsri,09-Mar-06,9.04,4.7
Kannika,09-Mar-06,10.1,5
Kannika,09-Mar-06,10.1,5
Kannika,09-Mar-06,10.8,5
Sakda,09-Mar-06,11.2,5.5
Sakda,09-Mar-06,11,5.5
Sakda,09-Mar-06,11.1,5.5
Chai,17-Mar-06,10.3,5
Chai,17-Mar-06,10.3,5
Chai,17-Mar-06,10.7,5
Boonsri,23-Mar-06,9.9,9.9
Boonsri,23-Mar-06,9.4,9.7
Boonsri,23-Mar-06,9.9,9.1
Somchair,23-Mar-06,7.7,9.1
Busarakhan,23-Mar-06,9.1,12.6
Kohsoom,25-Mar-06,10.1,11.5
Chai,29-Mar-06,9.4,12
Chai,29-Mar-06,9.7,12
Chai,29-Mar-06,9.5,12
Boonsri,06-Apr-06,9.51,10
Boonsri,06-Apr-06,9.55,9.7
Boonsri,06-Apr-06,9.37,9.8
Kannika,15-Apr-06,9.3,12
Kannika,15-Apr-06,9.5,12
Kannika,15-Apr-06,9.6,12
Sakda,15-Apr-06,9.5,12
Sakda,15-Apr-06,9.1,12
Sakda,15-Apr-06,9.3,12
Chai,23-Apr-06,8.3,10
Chai,23-Apr-06,8.1,10
Chai,23-Apr-06,8.4,10
Boonsri,27-Apr-06,8.4,16
Boonsri,27-Apr-06,9,16
Boonsri,27-Apr-06,8.9,16
Somchair,27-Apr-06,8.3,9.5
Busarakhan,27-Apr-06,7.9,9.5
Kohsoom,29-Apr-06,9.5,15
Chai,30-Apr-06,2,14
Chai,30-Apr-06,6.9,14
Chai,30-Apr-06,7.9,14
Boonsri,03-May-06,7.58,13.8
Boonsri,03-May-06,7.43,13.6
Boonsri,03-May-06,7.19,14
Kannika,11-May-06,7.2,17
Kannika,11-May-06,7.7,17
Kannika,11-May-06,7.5,17
Sakda,11-May-06,7.1,17
Sakda,11-May-06,7.1,17
Sakda,11-May-06,7.3,17
Boonsri,25-May-06,8,21
Boonsri,25-May-06,7.9,21
Boonsri,25-May-06,7.9,21
Chai,25-May-06,9.8,15
Chai,25-May-06,9.5,15
Chai,25-May-06,9.1,15
Kohsoom,27-May-06,8.5,19
Chai,28-May-06,7.4,10
Chai,28-May-06,8.9,16
Chai,28-May-06,9.2,16
Somchair,31-May-06,6.7,13
Busarakhan,31-May-06,8.1,13
Boonsri,08-Jun-06,7.64,19
Boonsri,08-Jun-06,7.48,18.5
Boonsri,08-Jun-06,7.56,18.5
Sakda,08-Jun-06,7.1,19.5
Sakda,08-Jun-06,7.5,19.5
Sakda,08-Jun-06,7.5,19.5
Chai,18-Jun-06,7.3,18
Chai,18-Jun-06,6.7,18
Chai,18-Jun-06,6.5,18
Boonsri,22-Jun-06,8,22.5
Boonsri,22-Jun-06,7.8,22
Boonsri,22-Jun-06,8,22
Somchair,25-Jun-06,4.5,24
Busarakhan,25-Jun-06,2,23
Kohsoom,26-Jun-06,6.8,26
Kannika,26-Jun-06,7.5,24
Kannika,26-Jun-06,7.6,24
Kannika,26-Jun-06,7.9,24
Chai,09-Jul-06,7.7,25
Chai,09-Jul-06,6.7,25
Chai,09-Jul-06,7,25
Kannika,11-Jul-06,6.1,20
Kannika,11-Jul-06,6.4,20
Kannika,11-Jul-06,6.2,20
Boonsri,13-Jul-06,6.86,22
Boonsri,13-Jul-06,6.99,22
Boonsri,13-Jul-06,6.98,22
Sakda,13-Jul-06,6.6,20
Sakda,13-Jul-06,6.8,20
Sakda,13-Jul-06,6.9,20
Chai,15-Jul-06,6.1,21
Chai,15-Jul-06,7.3,21
Chai,15-Jul-06,7.7,21
Somchair,16-Jul-06,2.3,17
Busarakhan,16-Jul-06,4.8,18
Boonsri,27-Jul-06,6,24
Boonsri,27-Jul-06,6.6,24
Boonsri,27-Jul-06,7,24
Boonsri,10-Aug-06,5.4,23
Boonsri,10-Aug-06,5.5,22.5
Boonsri,10-Aug-06,5.5,23
Kannika,10-Aug-06,7.3,24
Kannika,10-Aug-06,7.4,24
Kannika,10-Aug-06,7.3,24
Sakda,10-Aug-06,5.9,24
Sakda,10-Aug-06,5.6,24
Sakda,10-Aug-06,5.7,24
Somchair,13-Aug-06,3.6,24
Busarakhan,13-Aug-06,3.5,25
Chai,18-Aug-06,9.2,24
Chai,18-Aug-06,9.2,24
Chai,18-Aug-06,9.3,24
Boonsri,24-Aug-06,4.9,24.5
Boonsri,24-Aug-06,4.6,25
Boonsri,24-Aug-06,4.6,25
Kohsoom,26-Aug-06,7.22,25.5
Chai,27-Aug-06,6.93,24
Chai,27-Aug-06,8.94,24
Chai,27-Aug-06,8.79,24
Chai,02-Sep-06,2.46,25
Chai,02-Sep-06,6.29,25
Chai,02-Sep-06,6.5,25
Boonsri,07-Sep-06,7.2,23
Boonsri,07-Sep-06,7.7,22.5
Boonsri,07-Sep-06,7.4,23
Sakda,07-Sep-06,6.5,18
Sakda,07-Sep-06,6.4,18
Sakda,07-Sep-06,6.4,18
Kannika,14-Sep-06,8.6,19
Kannika,14-Sep-06,8.7,19
Kannika,14-Sep-06,8.9,19
Boonsri,21-Sep-06,6.5,22
Boonsri,21-Sep-06,6.4,22
Boonsri,21-Sep-06,6.4,22
Somchair,22-Sep-06,6.57,19
Busarakhan,22-Sep-06,5.1,19
Kohsoom,23-Sep-06,8.1,22.6
Chai,29-Sep-06,8.52,18
Chai,29-Sep-06,9.5,18
Chai,29-Sep-06,9.32,19
Somchair,06-Oct-06,7.2,17
Busarakhan,06-Oct-06,6.8,17
Chai,08-Oct-06,7.7,16
Chai,08-Oct-06,7,16
Chai,08-Oct-06,7.6,16
Boonsri,12-Oct-06,8.61,23
Kannika,12-Oct-06,8.4,15
Kannika,12-Oct-06,8.6,15
Kannika,12-Oct-06,8.5,15
Sakda,12-Oct-06,7.6,15
Sakda,12-Oct-06,7.7,15
Sakda,12-Oct-06,7.7,15
Chai,15-Oct-06,5.34,14
Chai,15-Oct-06,7.35,14
Chai,15-Oct-06,8.36,14
Boonsri,26-Oct-06,8.21,14
Boonsri,26-Oct-06,8.05,14
Boonsri,26-Oct-06,7.82,14.5
Kohsoom,28-Oct-06,8.86,16
Boonsri,09-Nov-06,8.3,10.5
Boonsri,09-Nov-06,8.9,11
Boonsri,09-Nov-06,8.7,11.5
Kannika,09-Nov-06,14.5,13.5
Kannika,09-Nov-06,14.5,13.5
Kannika,09-Nov-06,14.5,13.5
Sakda,09-Nov-06,8.4,13.5
Sakda,09-Nov-06,8.5,13.5
Sakda,09-Nov-06,8.6,13.5
Chai,15-Nov-06,9.2,9
Chai,15-Nov-06,9.1,9
Chai,15-Nov-06,9,9
Somchair,22-Nov-06,10.4,3
Busarakhan,22-Nov-06,10.4,3
Boonsri,23-Nov-06,11.5,7.5
Boonsri,23-Nov-06,10.8,7
Boonsri,23-Nov-06,10.6,7.5
Kohsoom,25-Nov-06,10.2,8.9
Chai,25-Nov-06,10.7,1
Chai,25-Nov-06,10.89,1
Chai,25-Nov-06,10.97,1
Boonsri,07-Dec-06,11.8,1.8
Boonsri,07-Dec-06,11,1.7
Boonsri,07-Dec-06,10.8,1.7
Kannika,07-Dec-06,10.1,7.5
Kannika,07-Dec-06,10,7.5
Kannika,07-Dec-06,10.2,7.5
Sakda,07-Dec-06,9.7,7
Sakda,07-Dec-06,9.9,7
Sakda,07-Dec-06,10,7
Chai,10-Dec-06,14.2,2
Chai,10-Dec-06,14.9,2
Chai,10-Dec-06,10.3,2
Somchair,13-Dec-06,11.7,2
Busarakhan,13-Dec-06,11.6,2
Chai,20-Dec-06,11.25,1
Chai,20-Dec-06,11.34,1
Chai,20-Dec-06,11.74,1
Boonsri,21-Dec-06,11.4,4
Boonsri,21-Dec-06,11.8,4
Boonsri,21-Dec-06,11.6,4
Kohsoom,23-Dec-06,10.8,5.1
Boonsri,11-Jan-07,12.3,4.5
Boonsri,11-Jan-07,12.5,4
Boonsri,11-Jan-07,12.1,4
Kannika,11-Jan-07,10.6,5.5
Kannika,11-Jan-07,10.4,5.5
Kannika,11-Jan-07,10.5,5.5
Sakda,11-Jan-07,10.5,5
Sakda,11-Jan-07,10.3,5
Sakda,11-Jan-07,10.4,5
Chai,18-Jan-07,12,2
Chai,18-Jan-07,11.7,2
Chai,18-Jan-07,12,2
Somchair,24-Jan-07,10.6,2
Busarakhan,24-Jan-07,10.9,3
Boonsri,25-Jan-07,12.07,2.5
Boonsri,25-Jan-07,12.48,3
Boonsri,25-Jan-07,11.91,3
Kohsoom,27-Jan-07,10.7,3.8
Chai,27-Jan-07,11.7,8
Chai,27-Jan-07,11.84,8
Chai,27-Jan-07,11.97,8
Boonsri,08-Feb-07,13.36,0.5
Kannika,08-Feb-07,12.5,1
Kannika,08-Feb-07,12.4,1
Kannika,08-Feb-07,12.5,1
Sakda,15-Feb-07,11.4,1.5
Sakda,15-Feb-07,11.3,1.5
Sakda,15-Feb-07,11.4,1.5
Chai,16-Feb-07,11.2,2
Chai,16-Feb-07,11.4,2
Chai,16-Feb-07,11.4,2
Boonsri,22-Feb-07,12.7,2
Boonsri,22-Feb-07,12.9,1.5
Boonsri,22-Feb-07,12.4,2
Somchair,22-Feb-07,12,2
Busarakhan,22-Feb-07,12.5,3
Kohsoom,24-Feb-07,11.1,3.1
Chai,28-Feb-07,11.5,1
Chai,28-Feb-07,12,1
Chai,28-Feb-07,11.75,1
Boonsri,09-Mar-07,13.78,2
Boonsri,09-Mar-07,14.11,2
Boonsri,09-Mar-07,13.62,2
Kannika,15-Mar-07,11.2,5
Kannika,15-Mar-07,11.3,5
Kannika,15-Mar-07,11,5
Sakda,15-Mar-07,10.6,5
Sakda,15-Mar-07,10.9,5
Sakda,15-Mar-07,10.8,5
Boonsri,22-Mar-07,9.5,4
Boonsri,22-Mar-07,10,4
Boonsri,22-Mar-07,9.4,4
Chai,23-Mar-07,10.8,8
Chai,23-Mar-07,10.4,8
Chai,23-Mar-07,10.3,8
Kohsoom,24-Mar-07,10.3,8.3
Somchair,28-Mar-07,9,6
Busarakhan,28-Mar-07,8.6,5
Chai,31-Mar-07,10.1,6
Chai,31-Mar-07,10.03,6
Boonsri,06-Apr-07,9.5,8
Boonsri,06-Apr-07,9.7,7
Boonsri,06-Apr-07,9.4,8
Chai,12-Apr-07,8.2,11
Chai,12-Apr-07,8.3,11
Chai,12-Apr-07,8.3,11
Kannika,12-Apr-07,8.2,11
Kannika,12-Apr-07,8.3,11
Kannika,12-Apr-07,8.1,11
Sakda,12-Apr-07,9.1,11
Sakda,12-Apr-07,9.4,11
Sakda,12-Apr-07,9.5,11
Boonsri,19-Apr-07,8.87,9
Somchair,20-Apr-07,7.7,19
Busarakhan,20-Apr-07,7.6,18
Kohsoom,21-Apr-07,10.2,11.9
Chai,25-Apr-07,9.7,14
Chai,25-Apr-07,9.6,14
Chai,25-Apr-07,9.6,14
Boonsri,10-May-07,7.77,16
Boonsri,10-May-07,8.64,16
Boonsri,10-May-07,8.38,16
Kannika,10-May-07,7.9,15
Kannika,10-May-07,8.1,15
Kannika,10-May-07,8,15
Sakda,10-May-07,7.2,15.5
Sakda,10-May-07,7.4,15.5
Sakda,10-May-07,7.5,15.5
Chai,18-May-07,7.7,18
Chai,18-May-07,8.2,18
Chai,18-May-07,8.2,18
Boonsri,24-May-07,8.8,17.5
Boonsri,24-May-07,8.5,17.5
Boonsri,24-May-07,8.7,18.5
Kohsoom,26-May-07,8.9,22
Somchair,26-May-07,8.1,28
Busarakhan,26-May-07,7.9,26
Chai,31-May-07,5.8,21
Chai,31-May-07,6.9,21
Chai,31-May-07,7.6,21
Boonsri,07-Jun-07,6.74,21
Boonsri,07-Jun-07,6.91,21
Boonsri,07-Jun-07,6.48,21
Sakda,07-Jun-07,6.5,19
Sakda,07-Jun-07,6.6,19
Sakda,07-Jun-07,6.5,19
Kannika,09-Jun-07,7.6,20
Kannika,09-Jun-07,7.5,20
Kannika,09-Jun-07,7.5,20
Boonsri,21-Jun-07,6.68,21
Boonsri,21-Jun-07,6.55,21
Boonsri,21-Jun-07,6.68,21
Chai,21-Jun-07,6.3,22
Chai,21-Jun-07,7.8,22
Chai,21-Jun-07,6.3,22
Kohsoom,23-Jun-07,8.58,21.7
Somchair,23-Jun-07,7.6,21
Busarakhan,23-Jun-07,8,19
Chai,28-Jun-07,10.2,23
Chai,28-Jun-07,10.8,22.5
Chai,28-Jun-07,10,23
Boonsri,05-Jul-07,5.33,26
Boonsri,05-Jul-07,5.24,26
Boonsri,05-Jul-07,5.12,26
Chai,07-Jul-07,5.6,23
Chai,07-Jul-07,5.4,23
Chai,07-Jul-07,5.3,23
Kannika,07-Jul-07,7.5,23.5
Kannika,07-Jul-07,7.4,23.5
Kannika,07-Jul-07,7.5,23.5
Sakda,07-Jul-07,7.4,24
Sakda,07-Jul-07,7.4,24
Sakda,07-Jul-07,7.5,24
Boonsri,19-Jul-07,6.15,22
Boonsri,19-Jul-07,6.23,22
Boonsri,19-Jul-07,5.98,22
Chai,19-Jul-07,7.1,28
Chai,19-Jul-07,7.5,28
Chai,19-Jul-07,7.3,28
Kohsoom,21-Jul-07,7.54,26.9
Somchair,22-Jul-07,6.5,26
Busarakhan,22-Jul-07,7.2,26
Chai,04-Aug-07,6.4,27
Chai,04-Aug-07,7.6,27
Chai,04-Aug-07,7.3,27
Kannika,11-Aug-07,6.74,24.5
Kannika,11-Aug-07,6.81,24.5
Kannika,11-Aug-07,6.89,24.5
Sakda,11-Aug-07,7.56,24.5
Sakda,11-Aug-07,7.43,24.5
Sakda,11-Aug-07,7.6,24.5
Boonsri,23-Aug-07,7.46,21
Boonsri,23-Aug-07,7.37,20
Boonsri,23-Aug-07,7.5,20
Kohsoom,25-Aug-07,7.9,26.7
Somchair,25-Aug-07,6.9,22
Busarakhan,25-Aug-07,6.6,22
Sakda,06-Sep-07,6.75,22.5
Sakda,06-Sep-07,6.82,22.5
Sakda,06-Sep-07,6.8,22.5
Chai,12-Sep-07,5.2,22
Chai,12-Sep-07,5.3,22
Chai,12-Sep-07,5.7,22
Boonsri,20-Sep-07,6.85,20
Boonsri,20-Sep-07,6.68,21
Boonsri,20-Sep-07,6.77,20
Chai,21-Sep-07,5.1,15
Chai,21-Sep-07,5.4,15
Chai,21-Sep-07,6,15
Kohsoom,23-Sep-07,8.98,10.5
Somchair,29-Sep-07,6.8,24
Busarakhan,29-Sep-07,5.8,23
Kannika,30-Sep-07,6.78,22.5
Kannika,30-Sep-07,6.91,22.5
Kannika,30-Sep-07,6.67,22.5
Kannika,13-Oct-07,8,15
Kannika,13-Oct-07,8.1,15
Kannika,13-Oct-07,8,15
Sakda,13-Oct-07,8.1,15.5
Sakda,13-Oct-07,8.2,15.5
Sakda,13-Oct-07,8.1,15.5
Boonsri,25-Oct-07,9.82,10
Somchair,26-Oct-07,6.5,13
Busarakhan,26-Oct-07,6,13
Kohsoom,27-Oct-07,10.25,10
Chai,28-Oct-07,5.7,14
Chai,28-Oct-07,5.5,14
Chai,28-Oct-07,5.9,14
Sakda,10-Nov-07,9.64,9.5
Sakda,10-Nov-07,9.71,9.5
Sakda,10-Nov-07,9.76,9.5
Boonsri,15-Nov-07,7.07,11
Kannika,21-Nov-07,9.8,9.5
Kannika,21-Nov-07,9.7,9.5
Kannika,21-Nov-07,9.7,9.5
Boonsri,22-Nov-07,9.91,7
Boonsri,22-Nov-07,9.41,8
Boonsri,22-Nov-07,9.24,7
Chai,23-Nov-07,8.2,6
Chai,23-Nov-07,8.6,6
Chai,23-Nov-07,8.6,6
Kohsoom,24-Nov-07,10.98,5.6
Somchair,28-Nov-07,6.9,8
Busarakhan,28-Nov-07,6.3,9
Chai,30-Nov-07,6.8,9
Chai,30-Nov-07,6.1,9
Chai,30-Nov-07,5.8,9
Sakda,08-Dec-07,10.37,5
Sakda,08-Dec-07,10.32,5
Sakda,08-Dec-07,10.8,5
Kannika,13-Dec-07,11.06,0
Kannika,13-Dec-07,10.96,0
Kannika,13-Dec-07,10.82,0
Boonsri,20-Dec-07,10.62,3.5
Boonsri,20-Dec-07,10.54,3.5
Boonsri,20-Dec-07,10.66,3.5
Chai,20-Dec-07,8.9,7
Chai,20-Dec-07,8.7,7
Chai,20-Dec-07,8.7,7
Kohsoom,22-Dec-07,12.14,3.1
Somchair,22-Dec-07,10.5,5
Busarakhan,22-Dec-07,10.2,6
Chai,28-Dec-07,8.6,7
Chai,28-Dec-07,8,7
Chai,28-Dec-07,8.9,7
Boonsri,10-Jan-08,11.98,2
Boonsri,10-Jan-08,12.31,2
Boonsri,10-Jan-08,11.7,2
Kannika,10-Jan-08,11.84,3
Kannika,10-Jan-08,11.67,3
Kannika,10-Jan-08,11.78,3
Sakda,12-Jan-08,11.47,2
Sakda,12-Jan-08,11.31,2
Sakda,12-Jan-08,11.29,2
Chai,18-Jan-08,11.4,2
Chai,18-Jan-08,11.2,1
Boonsri,24-Jan-08,14.04,0.5
Kohsoom,26-Jan-08,13.69,0.5
Somchair,03-Feb-08,6.9,0
Busarakhan,03-Feb-08,8.5,0
Boonsri,06-Feb-08,13.97,0.5
Chai,15-Feb-08,9.2,1
Chai,15-Feb-08,9.9,1
Chai,15-Feb-08,10.6,1
Boonsri,21-Feb-08,11.83,3.2
Boonsri,21-Feb-08,12.8,3.1
Boonsri,21-Feb-08,12.57,3.4
Kohsoom,23-Feb-08,11.38,5.5
Sakda,23-Feb-08,12.86,3
Sakda,23-Feb-08,12.75,3
Sakda,23-Feb-08,12.68,3
Chai,24-Feb-08,6.4,3
Chai,24-Feb-08,6.8,3
Chai,24-Feb-08,7.6,3
Kannika,02-Mar-08,11.17,3.5
Kannika,02-Mar-08,11.22,3.5
Kannika,02-Mar-08,11.28,3.5
Sakda,14-Mar-08,11.23,5
Sakda,14-Mar-08,11.18,5
Sakda,14-Mar-08,11.16,5
Chai,17-Mar-08,10.4,3
Chai,17-Mar-08,10.3,3
Chai,17-Mar-08,10,3
Boonsri,21-Mar-08,10.88,7
Boonsri,21-Mar-08,11.17,6
Boonsri,21-Mar-08,10.68,7
Kohsoom,23-Mar-08,9.14,13
Chai,29-Mar-08,9.6,9
Chai,29-Mar-08,9.4,9
Chai,29-Mar-08,9.3,9
Sakda,11-Apr-08,9.08,11
Sakda,11-Apr-08,9.21,11
Sakda,11-Apr-08,9.17,11
Kannika,14-Apr-08,7.8,12
Kannika,14-Apr-08,8.05,12
Kannika,14-Apr-08,7.93,12
Chai,28-Apr-08,7.1,8
Chai,28-Apr-08,7,8
Chai,28-Apr-08,6.9,8
Somchair,03-May-08,8,14
Busarakhan,03-May-08,10.3,15
Kannika,09-May-08,7.95,14.5
Kannika,09-May-08,8.12,14.5
Kannika,09-May-08,7.97,14.5
Sakda,09-May-08,8.26,14
Sakda,09-May-08,8.18,14
Sakda,09-May-08,8.19,14
Boonsri,16-May-08,8.21,16.1
Boonsri,16-May-08,8.46,16
Boonsri,16-May-08,8.63,15.8
Chai,18-May-08,8.18,18
Chai,18-May-08,8.45,18
Chai,18-May-08,8.54,18
Kohsoom,26-May-08,8.6,16.5
Somchair,30-May-08,8.25,20
Busarakhan,30-May-08,8.11,22
Chai,31-May-08,7.14,18
Chai,31-May-08,7.44,18
Chai,31-May-08,7.9,18
Chai,02-Jun-08,6.9,21
Chai,02-Jun-08,6.7,20
Chai,02-Jun-08,6.85,21
Chai,12-Jun-08,6.72,19
Chai,12-Jun-08,5.51,18
Chai,12-Jun-08,7.22,19
Sakda,13-Jun-08,7.23,19.5
Sakda,13-Jun-08,7.31,19.5
Sakda,13-Jun-08,7.45,19.5
Kannika,15-Jun-08,7.9,19
Kannika,15-Jun-08,7.75,19
Kannika,15-Jun-08,7.81,19
Boonsri,20-Jun-08,6.1,21.4
Boonsri,20-Jun-08,6.74,21.2
Boonsri,20-Jun-08,7.04,22.1
Chai,21-Jun-08,7.48,25
Chai,21-Jun-08,7.53,25
Chai,21-Jun-08,7.57,25
Somchair,26-Jun-08,5.77,23
Busarakhan,26-Jun-08,5.2,23
Kohsoom,29-Jun-08,7.88,27.5
Chai,07-Jul-08,5.6,28
Chai,07-Jul-08,5.1,28
Chai,07-Jul-08,6.2,28
Boonsri,11-Jul-08,6.92,24.7
Boonsri,11-Jul-08,6.68,24.4
Boonsri,11-Jul-08,6.76,24.4
Sakda,11-Jul-08,6.29,24
Sakda,11-Jul-08,6.14,24
Sakda,11-Jul-08,6.14,24
Somchair,12-Jul-08,5.83,25
Busarakhan,12-Jul-08,5.4,25
Kannika,12-Jul-08,7.45,25
Kannika,12-Jul-08,7.57,25
Kannika,12-Jul-08,7.36,25
Chai,14-Jul-08,7.2,25
Chai,14-Jul-08,6.2,25
Chai,14-Jul-08,6.7,25
