location,sample date,Orthophosphate-phosphorus,Total phosphorus
Busarakhan,23/10/2005,0.029,0.098
Boonsri,06/11/2005,0.074,0.078
Boonsri,06/11/2005,0.08,0.084
Boonsri,06/11/2005,0.082,0.088
Kannika,11/11/2005,0.055,0.309
Kannika,11/11/2005,0.034,0.408
Kannika,11/11/2005,0.033,0.277
Sakda,11/11/2005,0.033,0.278
Sakda,11/11/2005,0.026,0.259
Sakda,11/11/2005,0.142,0.306
Chai,19/11/2005,0.017,0.076
Chai,19/11/2005,0.032,0.064
Chai,19/11/2005,0.032,0.081
Somchair,24/11/2005,0.008,0.145
Busarakhan,24/11/2005,0.017,0.1
Boonsri,25/11/2005,0.082,0.09
Boonsri,25/11/2005,0.059,0.061
Boonsri,25/11/2005,0.084,0.088
Chai,26/11/2005,0.021,0.083
Chai,26/11/2005,0.027,0.085
Chai,26/11/2005,0.027,0.073
Kohsoom,27/11/2005,0.17,0.29
Boonsri,02/12/2005,0.095,0.1
Boonsri,02/12/2005,0.12,0.13
Boonsri,02/12/2005,0.069,0.075
Chai,05/12/2005,0.012,0.052
Chai,05/12/2005,0,0.01
Chai,05/12/2005,0,0.01
Kannika,09/12/2005,0.009,0.106
Kannika,09/12/2005,0,0.023
Kannika,09/12/2005,0.009,0.036
Sakda,09/12/2005,0.005,0.072
Sakda,09/12/2005,0.005,0.024
Sakda,09/12/2005,0.026,0.086
Boonsri,16/12/2005,0.073,0.08
Boonsri,16/12/2005,0.083,0.09
Boonsri,16/12/2005,0.11,0.12
Chai,16/12/2005,0.007,0.01
Chai,16/12/2005,0.01,0.012
Chai,16/12/2005,0.039,0.057
Kohsoom,18/12/2005,0.13,0.35
Somchair,22/12/2005,0.015,0.016
Busarakhan,22/12/2005,0.033,0.06
Boonsri,13/01/2006,0.066,0.068
Boonsri,13/01/2006,0.07,0.073
Boonsri,13/01/2006,0.12,0.13
Kannika,13/01/2006,0.029,0.255
Kannika,13/01/2006,0.026,0.139
Kannika,13/01/2006,0.005,0.184
Sakda,13/01/2006,0.005,0.209
Sakda,13/01/2006,0.045,0.171
Sakda,13/01/2006,0.005,0.186
Chai,19/01/2006,0.035,0.185
Chai,19/01/2006,0.04,0.179
Chai,19/01/2006,0.05,0.17
Boonsri,27/01/2006,0.27,0.3
Boonsri,27/01/2006,0.25,0.27
Boonsri,27/01/2006,0.24,0.27
Chai,28/01/2006,0.073,0.088
Chai,28/01/2006,0.064,0.072
Chai,28/01/2006,0.078,0.089
Busarakhan,28/01/2006,0.034,0.043
Kohsoom,29/01/2006,0.11,0.26
Somchair,29/01/2006,0.031,0.037
Boonsri,10/02/2006,0.28,0.3
Boonsri,10/02/2006,0.2,0.22
Boonsri,10/02/2006,0.22,0.25
Kannika,10/02/2006,0.106,0.16
Kannika,10/02/2006,0.024,0.157
Kannika,10/02/2006,0.099,0.154
Sakda,10/02/2006,0.088,0.165
Sakda,10/02/2006,0.088,0.137
Sakda,10/02/2006,0.029,0.119
Boonsri,24/02/2006,0.13,0.14
Boonsri,24/02/2006,0.16,0.17
Boonsri,24/02/2006,0.06,0.065
Chai,24/02/2006,0.086,0.091
Chai,24/02/2006,0.092,0.095
Chai,24/02/2006,0.091,0.095
Somchair,25/02/2006,0.123,0.155
Busarakhan,25/02/2006,0.178,0.19
Kohsoom,26/02/2006,0.13,0.22
Chai,28/02/2006,0.098,0.103
Chai,28/02/2006,0.108,0.108
Chai,28/02/2006,0.084,0.109
Boonsri,09/03/2006,0.18,0.19
Boonsri,09/03/2006,0.14,0.15
Boonsri,09/03/2006,0.15,0.16
Kannika,09/03/2006,0.131,0.141
Kannika,09/03/2006,0.107,0.139
Kannika,09/03/2006,0.15,0.17
Sakda,09/03/2006,0.122,0.253
Sakda,09/03/2006,0.118,0.206
Sakda,09/03/2006,0.121,0.178
Chai,17/03/2006,0.091,0.102
Chai,17/03/2006,0.075,0.109
Chai,17/03/2006,0.082,0.121
Boonsri,23/03/2006,0.082,0.085
Boonsri,23/03/2006,0.053,0.058
Boonsri,23/03/2006,0.073,0.08
Somchair,23/03/2006,0.01,0.117
Busarakhan,23/03/2006,0.01,0.196
Kohsoom,25/03/2006,0.15,0.27
Chai,29/03/2006,0.096,0.17
Chai,29/03/2006,0.072,0.104
Chai,29/03/2006,0.077,0.098
Boonsri,06/04/2006,0.11,0.12
Boonsri,06/04/2006,0.071,0.08
Boonsri,06/04/2006,0.1,0.11
Kannika,15/04/2006,0.105,0.124
Kannika,15/04/2006,0.078,0.109
Kannika,15/04/2006,0.092,0.111
Sakda,15/04/2006,0.108,0.117
Sakda,15/04/2006,0.114,0.123
Sakda,15/04/2006,0.122,0.125
Chai,23/04/2006,0.064,0.207
Chai,23/04/2006,0.072,0.209
Chai,23/04/2006,0.082,0.251
Boonsri,27/04/2006,0.033,0.04
Boonsri,27/04/2006,0.019,0.02
Boonsri,27/04/2006,0.02,0.022
Somchair,27/04/2006,0.05,0.245
Busarakhan,27/04/2006,0.061,0.192
Kohsoom,29/04/2006,0.12,0.21
Chai,30/04/2006,0.018,0.182
Chai,30/04/2006,0.009,0.255
Chai,30/04/2006,0.034,0.133
Boonsri,03/05/2006,0.049,0.057
Boonsri,03/05/2006,0.05,0.06
Boonsri,03/05/2006,0.05,0.058
Kannika,11/05/2006,0.136,0.137
Kannika,11/05/2006,0.146,0.149
Kannika,11/05/2006,0.13,0.135
Sakda,11/05/2006,0.12,0.126
Sakda,11/05/2006,0.13,0.134
Sakda,11/05/2006,0.136,0.142
Boonsri,25/05/2006,0.073,0.081
Boonsri,25/05/2006,0.05,0.062
Boonsri,25/05/2006,0.064,0.077
Chai,25/05/2006,0.027,0.044
Chai,25/05/2006,0.015,0.041
Chai,25/05/2006,0.057,0.066
Kohsoom,27/05/2006,0.15,0.28
Chai,28/05/2006,0.011,0.078
Chai,28/05/2006,0.005,0.087
Chai,28/05/2006,0.005,0.053
Somchair,31/05/2006,0.005,0.073
Busarakhan,31/05/2006,0.028,0.059
Chai,01/06/2006,0.016,0.032
Chai,01/06/2006,0.009,0.012
Chai,01/06/2006,0.006,0.01
Boonsri,08/06/2006,0.08,0.092
Boonsri,08/06/2006,0.043,0.06
Boonsri,08/06/2006,0.045,0.061
Sakda,08/06/2006,0.006,0
Sakda,08/06/2006,0.021,0.072
Sakda,08/06/2006,0.032,0.082
Chai,18/06/2006,0.006,0.031
Chai,18/06/2006,0.009,0.033
Chai,18/06/2006,0.005,0.05
Boonsri,22/06/2006,0.061,0.07
Boonsri,22/06/2006,0.055,0.061
Boonsri,22/06/2006,0.058,0.063
Somchair,25/06/2006,0.005,0.034
Busarakhan,25/06/2006,0.008,0.048
Kohsoom,26/06/2006,0.13,0.25
Kannika,26/06/2006,0.0628,0.1
Kannika,26/06/2006,0.822,0.082
Kannika,26/06/2006,0.0426,0.088
Kannika,11/07/2006,0.048,0.063
Kannika,11/07/2006,0.03,0.115
Kannika,11/07/2006,0.021,0.097
Boonsri,13/07/2006,0.027,0.03
Boonsri,13/07/2006,0.077,0.08
Boonsri,13/07/2006,0.044,0.047
Sakda,13/07/2006,0.006,0.127
Sakda,13/07/2006,0.013,0.102
Sakda,13/07/2006,0.012,0.08
Chai,15/07/2006,0.065,0.232
Chai,15/07/2006,0.042,0.171
Chai,15/07/2006,0.02,0.104
Somchair,16/07/2006,0.062,0.212
Busarakhan,16/07/2006,0.075,0.241
Boonsri,27/07/2006,0.079,0.083
Boonsri,27/07/2006,0.09,0.095
Boonsri,27/07/2006,0.046,0.054
Boonsri,10/08/2006,0.093,0.095
Boonsri,10/08/2006,0.091,0.094
Boonsri,10/08/2006,0.097,0.12
Kannika,10/08/2006,0.038,0.114
Kannika,10/08/2006,0.027,0.101
Kannika,10/08/2006,0.005,0.1
Sakda,10/08/2006,0.005,0.123
Sakda,10/08/2006,0.081,0.12
Sakda,10/08/2006,0.007,0.096
Somchair,13/08/2006,0.152,0.685
Busarakhan,13/08/2006,0.005,0.101
Chai,18/08/2006,0.005,0.088
Chai,18/08/2006,0.005,0.125
Chai,18/08/2006,0.005,0.056
Boonsri,24/08/2006,0.052,0.054
Boonsri,24/08/2006,0.1,0.12
Boonsri,24/08/2006,0.11,0.13
Kohsoom,26/08/2006,0.15,0.29
Chai,27/08/2006,0.006,0.074
Chai,27/08/2006,0.006,0.064
Chai,27/08/2006,0.008,0.032
Chai,02/09/2006,0.013,0.14
Chai,02/09/2006,0.005,0.01
Chai,02/09/2006,0.005,0.035
Boonsri,07/09/2006,0.078,0.08
Boonsri,07/09/2006,0.099,0.1
Boonsri,07/09/2006,0.08,0.082
Sakda,07/09/2006,0.0058,0.096
Sakda,07/09/2006,0.0058,0.082
Sakda,07/09/2006,0.006,0.077
Kannika,14/09/2006,0.005,0.101
Kannika,14/09/2006,0.005,0.084
Kannika,14/09/2006,0.005,0.092
Boonsri,21/09/2006,0.1,0.11
Boonsri,21/09/2006,0.11,0.12
Boonsri,21/09/2006,0.098,0.098
Somchair,22/09/2006,0.008,0.093
Busarakhan,22/09/2006,0.008,0.094
Kohsoom,23/09/2006,0.13,0.25
Chai,29/09/2006,0.005,0.017
Chai,29/09/2006,0.005,0.016
Chai,29/09/2006,0.005,0.015
Somchair,06/10/2006,0.231,0.253
Busarakhan,06/10/2006,0.276,0.576
Chai,08/10/2006,0.04,0.159
Chai,08/10/2006,0.025,0.122
Chai,08/10/2006,0.047,0.107
Boonsri,12/10/2006,0.19,0.22
Kannika,12/10/2006,0.039,0.125
Kannika,12/10/2006,0.005,0.147
Kannika,12/10/2006,0.005,0.195
Sakda,12/10/2006,0.087,0.125
Sakda,12/10/2006,0.005,0.147
Sakda,12/10/2006,0.045,0.225
Chai,15/10/2006,0.005,0.167
Chai,15/10/2006,0.005,0.144
Chai,15/10/2006,0.005,0.117
Boonsri,26/10/2006,0.098,0.14
Boonsri,26/10/2006,0.12,0.17
Boonsri,26/10/2006,0.11,0.18
Kohsoom,28/10/2006,0.16,0.31
Boonsri,09/11/2006,0.11,0.19
Boonsri,09/11/2006,0.13,0.18
Boonsri,09/11/2006,0.13,0.2
Kannika,09/11/2006,0.053,0.113
Kannika,09/11/2006,0.053,0.122
Kannika,09/11/2006,0.082,0.127
Sakda,09/11/2006,0.063,0.133
Sakda,09/11/2006,0.089,0.11
Sakda,09/11/2006,0.096,0.122
Chai,15/11/2006,0.061,0.238
Chai,15/11/2006,0.07,0.266
Chai,15/11/2006,0.048,0.229
Somchair,22/11/2006,0.012,0.432
Busarakhan,22/11/2006,0.005,0.386
Boonsri,23/11/2006,0.11,0.15
Boonsri,23/11/2006,0.095,0.12
Boonsri,23/11/2006,0.1,0.17
Kohsoom,25/11/2006,0.19,0.35
Chai,25/11/2006,0.176,2.93
Chai,25/11/2006,0.173,3.6
Chai,25/11/2006,0.09,4.07
Boonsri,07/12/2006,0.09,0.14
Boonsri,07/12/2006,0.12,0.19
Boonsri,07/12/2006,0.19,0.25
Kannika,07/12/2006,0.005,0.074
Kannika,07/12/2006,0.044,0.075
Kannika,07/12/2006,0.038,0.081
Sakda,07/12/2006,0.005,0.066
Sakda,07/12/2006,0.055,0.065
Sakda,07/12/2006,0.048,0.072
Chai,10/12/2006,0.005,0.085
Chai,10/12/2006,0.005,0.109
Chai,10/12/2006,0.005,0.085
Somchair,13/12/2006,0.011,0.109
Busarakhan,13/12/2006,0.022,0.081
Chai,20/12/2006,0.06,0.116
Chai,20/12/2006,0.059,0.119
Chai,20/12/2006,0.05,0.099
Boonsri,21/12/2006,0.13,0.17
Boonsri,21/12/2006,0.12,0.16
Boonsri,21/12/2006,0.076,0.12
Kohsoom,23/12/2006,0.1,0.19
Boonsri,11/01/2007,0.12,0.18
Boonsri,11/01/2007,0.08,0.1
Boonsri,11/01/2007,0.1,0.14
Kannika,11/01/2007,0.051,0.123
Kannika,11/01/2007,0.043,0.128
Kannika,11/01/2007,0.032,0.088
Sakda,11/01/2007,0.035,0.101
Sakda,11/01/2007,0.088,0.092
Sakda,11/01/2007,0.041,0.093
Chai,18/01/2007,0.033,0.082
Chai,18/01/2007,0.056,0.078
Chai,18/01/2007,0.047,0.073
Somchair,24/01/2007,0.025,0.074
Busarakhan,24/01/2007,0.039,0.087
Boonsri,25/01/2007,0.11,0.15
Boonsri,25/01/2007,0.13,0.18
Boonsri,25/01/2007,0.14,0.19
Kohsoom,27/01/2007,0.19,0.23
Chai,27/01/2007,0.071,0.154
Chai,27/01/2007,0.05,0.113
Chai,27/01/2007,0.048,0.105
Boonsri,08/02/2007,0.082,0.13
Kannika,08/02/2007,0.005,0.106
Kannika,08/02/2007,0.005,0.1
Kannika,08/02/2007,0.044,0.104
Sakda,15/02/2007,0.005,0.086
Sakda,15/02/2007,0.005,0.128
Sakda,15/02/2007,0.005,0.094
Chai,16/02/2007,0.005,0.144
Chai,16/02/2007,0.007,0.136
Chai,16/02/2007,0.005,0.139
Boonsri,22/02/2007,0.13,0.21
Boonsri,22/02/2007,0.12,0.17
Boonsri,22/02/2007,0.11,0.16
Somchair,22/02/2007,0.029,0.302
Busarakhan,22/02/2007,0.005,0.1
Kohsoom,24/02/2007,0.11,0.25
Chai,28/02/2007,0.005,0.157
Chai,28/02/2007,0.005,0.12
Chai,28/02/2007,0.005,0.186
Boonsri,09/03/2007,0.12,0.159
Boonsri,09/03/2007,0.1,0.14
Boonsri,09/03/2007,0.11,0.153
Kannika,15/03/2007,0.005,0.293
Kannika,15/03/2007,0.005,0.312
Kannika,15/03/2007,0.095,0.309
Sakda,15/03/2007,0.005,0.219
Sakda,15/03/2007,0.005,0.27
Sakda,15/03/2007,0.005,0.288
Boonsri,22/03/2007,0.163,0.234
Boonsri,22/03/2007,0.192,0.228
Boonsri,22/03/2007,0.195,0.244
Chai,23/03/2007,0.084,0.131
Chai,23/03/2007,0.095,0.17
Chai,23/03/2007,0.087,0.239
Kohsoom,24/03/2007,0.09,0.17
Somchair,28/03/2007,0.106,0.1068
Busarakhan,28/03/2007,0.094,0.098
Chai,31/03/2007,0.085,0.217
Chai,31/03/2007,0.068,0.217
Boonsri,06/04/2007,0.043,0.07
Boonsri,06/04/2007,0.07,0.13
Boonsri,06/04/2007,0.1,0.15
Chai,12/04/2007,0.013,0.089
Chai,12/04/2007,0.037,0.089
Chai,12/04/2007,0.023,0.089
Kannika,12/04/2007,0.016,0.118
Kannika,12/04/2007,0.026,0.12
Kannika,12/04/2007,0.02,0.118
Sakda,12/04/2007,0.026,0.106
Sakda,12/04/2007,0.026,0.104
Sakda,12/04/2007,0.027,0.105
Boonsri,19/04/2007,0.82,1.06
Somchair,20/04/2007,0.005,0.172
Busarakhan,20/04/2007,0.005,0.124
Kohsoom,21/04/2007,0.06,0.13
Chai,25/04/2007,0.035,0.08
Chai,25/04/2007,0.027,0.082
Chai,25/04/2007,0.022,0.083
Boonsri,10/05/2007,0.09,0.15
Boonsri,10/05/2007,0.09,0.14
Boonsri,10/05/2007,0.09,0.13
Kannika,10/05/2007,0.0211,0.121
Kannika,10/05/2007,0.041,0.12
Kannika,10/05/2007,0.04,0.13
Sakda,10/05/2007,0.024,0.146
Sakda,10/05/2007,0.022,0.141
Sakda,10/05/2007,0.005,0.14
Chai,18/05/2007,0.035,0.048
Chai,18/05/2007,0.037,0.045
Chai,18/05/2007,0.006,0.042
Boonsri,24/05/2007,0.07,0.17
Boonsri,24/05/2007,0.14,0.19
Boonsri,24/05/2007,0.039,0.11
Kohsoom,26/05/2007,0.08,0.16
Somchair,26/05/2007,0.025,0.959
Busarakhan,26/05/2007,0.019,0.782
Chai,31/05/2007,0.025,0.157
Chai,31/05/2007,0.053,0.193
Chai,31/05/2007,0.045,0.215
Boonsri,07/06/2007,0.14,0.21
Boonsri,07/06/2007,0.07,0.16
Boonsri,07/06/2007,0.08,0.15
Sakda,07/06/2007,0.026,0.104
Sakda,07/06/2007,0.046,0.15
Sakda,07/06/2007,0.059,0.157
Kannika,09/06/2007,0.078,0.11
Kannika,09/06/2007,0.005,0.075
Kannika,09/06/2007,0.009,0.145
Boonsri,21/06/2007,0.03,0.06
Boonsri,21/06/2007,0.05,0.08
Boonsri,21/06/2007,0.04,0.07
Chai,21/06/2007,0.04,0.109
Chai,21/06/2007,0.059,0.113
Chai,21/06/2007,0.065,0.098
Kohsoom,23/06/2007,0.07,0.22
Somchair,23/06/2007,0.067,0.124
Busarakhan,23/06/2007,0.048,0.101
Chai,28/06/2007,0.021,0.277
Chai,28/06/2007,0.038,0.178
Chai,28/06/2007,0.015,0.206
Boonsri,05/07/2007,0.09,0.17
Boonsri,05/07/2007,0.1,0.19
Boonsri,05/07/2007,0.06,0.15
Chai,07/07/2007,0.05,0.463
Chai,07/07/2007,0.026,0.521
Chai,07/07/2007,0.043,0.573
Kannika,07/07/2007,0.033,0.082
Kannika,07/07/2007,0.053,0.094
Kannika,07/07/2007,0.061,0.087
Sakda,07/07/2007,0.074,0.079
Sakda,07/07/2007,0.062,0.082
Sakda,07/07/2007,0.072,0.076
Boonsri,19/07/2007,0.13,0.14
Boonsri,19/07/2007,0.1,0.12
Boonsri,19/07/2007,0.16,0.19
Chai,19/07/2007,0.017,0.163
Chai,19/07/2007,0.005,0.092
Chai,19/07/2007,0.005,0.142
Kohsoom,21/07/2007,0.09,0.21
Somchair,22/07/2007,0.005,0.2509
Busarakhan,22/07/2007,0.037,0.048
Chai,04/08/2007,0.052,0.059
Chai,04/08/2007,0.0231,0.096
Chai,04/08/2007,0.0214,0.087
Kannika,11/08/2007,0.051,0.219
Kannika,11/08/2007,0.054,0.153
Kannika,11/08/2007,0.06,0.186
Sakda,11/08/2007,0.065,0.206
Sakda,11/08/2007,0.069,0.116
Sakda,11/08/2007,0.04,0.165
Boonsri,23/08/2007,0.048,0.13
Boonsri,23/08/2007,0.005,0.01
Boonsri,23/08/2007,0.048,0.14
Kohsoom,25/08/2007,0.1,0.33
Somchair,25/08/2007,0.088,0.098
Busarakhan,25/08/2007,0.047,0.066
Sakda,06/09/2007,0.035,0.13
Sakda,06/09/2007,0.023,0.134
Sakda,06/09/2007,0.0091,0.116
Chai,12/09/2007,0.05,0.126
Chai,12/09/2007,0.04,0.102
Chai,12/09/2007,0.07,0.264
Boonsri,20/09/2007,0.094,0.15
Boonsri,20/09/2007,0.085,0.17
Boonsri,20/09/2007,0.1,0.19
Chai,21/09/2007,0.007,0.01
Chai,21/09/2007,0.0058,0.011
Chai,21/09/2007,0.0065,0.01
Kohsoom,23/09/2007,0.08,0.31
Somchair,29/09/2007,0.033,0.979
Busarakhan,29/09/2007,0.056,0.159
Kannika,30/09/2007,0.06,0.159
Kannika,30/09/2007,0.02,0.159
Kannika,30/09/2007,0.04,0.172
Chai,07/10/2007,0.042,0.0856
Chai,07/10/2007,0.049,0.06
Chai,07/10/2007,0.047,0.139
Kannika,13/10/2007,0.125,0.156
Kannika,13/10/2007,0.065,0.105
Kannika,13/10/2007,0.0861,0.136
Sakda,13/10/2007,0.083,0.105
Sakda,13/10/2007,0.085,0.115
Sakda,13/10/2007,0.059,0.098
Boonsri,25/10/2007,0.211,0.3261
Somchair,26/10/2007,0.005,0.2532
Busarakhan,26/10/2007,0.0146,0.309
Kohsoom,27/10/2007,0.1,0.24
Chai,28/10/2007,0.0245,0.5033
Chai,28/10/2007,0.03,0.2253
Chai,28/10/2007,0.0388,0.0986
Sakda,10/11/2007,0.0211,0.134
Sakda,10/11/2007,0.014,0.129
Sakda,10/11/2007,0.016,0.187
Boonsri,15/11/2007,0.03,0.045
Kannika,21/11/2007,0.084,0.179
Kannika,21/11/2007,0.139,0.287
Kannika,21/11/2007,0.176,0.287
Boonsri,22/11/2007,0.05,0.17
Boonsri,22/11/2007,0.015,0.068
Boonsri,22/11/2007,0.01,0.061
Chai,23/11/2007,0.032,0.082
Chai,23/11/2007,0.041,0.093
Chai,23/11/2007,0.036,0.092
Kohsoom,24/11/2007,0.09,0.21
Somchair,28/11/2007,0.055,0.498
Busarakhan,28/11/2007,0.033,0.242
Chai,30/11/2007,0.013,0.064
Chai,30/11/2007,0.008,0.015
Chai,30/11/2007,0.027,0.034
Sakda,08/12/2007,0.064,0.105
Sakda,08/12/2007,0.059,0.115
Sakda,08/12/2007,0.043,0.098
Kannika,13/12/2007,0.084,0.172
Kannika,13/12/2007,0.064,0.109
Kannika,13/12/2007,0.126,0.287
Boonsri,20/12/2007,0.075,0.36
Boonsri,20/12/2007,0.068,0.17
Boonsri,20/12/2007,0.068,0.23
Chai,20/12/2007,0.048,0.06
Kohsoom,22/12/2007,0.07,0.16
Somchair,22/12/2007,0.035,0.253
Busarakhan,22/12/2007,0.047,0.109
Boonsri,10/01/2008,0.1,0.19
Boonsri,10/01/2008,0.08,0.16
Boonsri,10/01/2008,0.09,0.21
Boonsri,24/01/2008,0.005,0.01
Kohsoom,26/01/2008,0.09,0.2
Boonsri,06/02/2008,0.19,0.3
Chai,15/02/2008,0.005,0.128
Chai,15/02/2008,0.005,0.133
Chai,15/02/2008,0.005,0.154
Boonsri,21/02/2008,0.195,0.388
Boonsri,21/02/2008,0.094,0.143
Boonsri,21/02/2008,0.068,0.159
Kohsoom,23/02/2008,0.08,0.18
Sakda,23/02/2008,0.0548,0.0724
Sakda,23/02/2008,0.0681,0.0978
Sakda,23/02/2008,0.0485,0.065
Chai,24/02/2008,0.0615,0.1047
Chai,24/02/2008,0.0664,0.1002
Chai,24/02/2008,0.092,0.1009
Kannika,02/03/2008,0.08,0.2967
Kannika,02/03/2008,0.0347,0.2367
Kannika,02/03/2008,0.0389,0.116
Sakda,14/03/2008,0.047,0.27
Sakda,14/03/2008,0.023,0.32
Sakda,14/03/2008,0.026,0.318
Chai,17/03/2008,0.023,0.196
Chai,17/03/2008,0.061,0.214
Chai,17/03/2008,0.021,0.201
Boonsri,21/03/2008,0.13,0.22
Boonsri,21/03/2008,0.09,0.19
Boonsri,21/03/2008,0.14,0.28
Kohsoom,23/03/2008,0.07,0.16
Chai,29/03/2008,0.052,0.192
Chai,29/03/2008,0.067,0.24
Chai,29/03/2008,0.05,0.177
Somchair,30/03/2008,0.027,0.08
Busarakhan,30/03/2008,0.035,0.077
Sakda,11/04/2008,0.05,0.112
Sakda,11/04/2008,0.064,0.118
Sakda,11/04/2008,0.054,0.111
Kannika,14/04/2008,0.059,0.115
Kannika,14/04/2008,0.081,0.128
Kannika,14/04/2008,0.068,0.146
Chai,28/04/2008,0.105,0.273
Chai,28/04/2008,0.021,0.1
Chai,28/04/2008,0.012,0.078
Somchair,03/05/2008,0.027,0.095
Busarakhan,03/05/2008,0.047,0.086
Kannika,09/05/2008,0.005,0.162
Kannika,09/05/2008,0.005,0.168
Kannika,09/05/2008,0.005,0.157
Sakda,09/05/2008,0.005,0.108
Sakda,09/05/2008,0.005,0.117
Sakda,09/05/2008,0.005,0.112
Boonsri,16/05/2008,0.03,0.07
Boonsri,16/05/2008,0.026,0.05
Boonsri,16/05/2008,0.03,0.07
Chai,18/05/2008,0.076,0.104
Chai,18/05/2008,0.066,0.117
Chai,18/05/2008,0.059,0.101
Kohsoom,26/05/2008,0.113,0.371
Somchair,30/05/2008,0.005,0.117
Busarakhan,30/05/2008,0.005,0.079
Chai,31/05/2008,0.041,0.063
Chai,31/05/2008,0.035,0.088
Chai,31/05/2008,0.019,0.065
Chai,02/06/2008,0.006,0.0126
Chai,02/06/2008,0.0074,0.0205
Chai,02/06/2008,0.005,0.0156
Chai,12/06/2008,0.005,0.055
Chai,12/06/2008,0.008,0.063
Chai,12/06/2008,0.024,0.052
Sakda,13/06/2008,0.009,0.09
Sakda,13/06/2008,0.025,0.09
Sakda,13/06/2008,0.005,0.092
Kannika,15/06/2008,0.048,0.206
Kannika,15/06/2008,0.043,0.162
Kannika,15/06/2008,0.046,0.224
Boonsri,20/06/2008,0.023,0.033
Boonsri,20/06/2008,0.01,0.02
Boonsri,20/06/2008,0.01,0.022
Chai,21/06/2008,0.037,0.097
Chai,21/06/2008,0.066,0.095
Chai,21/06/2008,0.068,0.14
Somchair,26/06/2008,0.073,0.549
Busarakhan,26/06/2008,0.088,0.439
Kohsoom,29/06/2008,0.091,0.175
Chai,07/07/2008,0.059,0.158
Chai,07/07/2008,0.064,0.182
Chai,07/07/2008,0.049,0.18
Boonsri,11/07/2008,0.03,0.12
Boonsri,11/07/2008,0.03,0.078
Boonsri,11/07/2008,0.04,0.117
Sakda,11/07/2008,0.007,0.166
Sakda,11/07/2008,0.015,0.167
Sakda,11/07/2008,0.006,0.165
Somchair,12/07/2008,0.018,0.419
Busarakhan,12/07/2008,0.005,0.148
Kannika,12/07/2008,0.008,0.211
Kannika,12/07/2008,0.008,0.212
Kannika,12/07/2008,0.008,0.213
Chai,14/07/2008,0.063,0.123
Chai,14/07/2008,0.058,0.115
Chai,14/07/2008,0.063,0.137
Boonsri,25/07/2008,0.016,0.042
Boonsri,25/07/2008,0.015,0.058
Boonsri,25/07/2008,0.019,0.049
Kohsoom,27/07/2008,0.146,0.4321
Boonsri,03/08/2008,0.013,0.048
Boonsri,03/08/2008,0.007,0.04
Boonsri,03/08/2008,0.012,0.052
Kannika,08/08/2008,0.048,0.0673
Kannika,08/08/2008,0.042,0.0711
Kannika,08/08/2008,0.041,0.0721
Sakda,08/08/2008,0.043,0.0805
Sakda,08/08/2008,0.046,0.0472
Sakda,08/08/2008,0.04,0.0872
Boonsri,10/08/2008,0.016,0.023
Boonsri,10/08/2008,0.014,0.022
Boonsri,10/08/2008,0.019,0.029
Somchair,11/08/2008,0.047,0.0907
Busarakhan,11/08/2008,0.037,0.072
Boonsri,22/08/2008,0.017,0.024
Boonsri,22/08/2008,0.009,0.021
Boonsri,22/08/2008,0.013,0.022
Chai,23/08/2008,0.056,0.081
Chai,23/08/2008,0.061,0.081
Chai,23/08/2008,0.063,0.078
Boonsri,28/08/2008,0.026,0.061
Boonsri,28/08/2008,0.024,0.039
Boonsri,28/08/2008,0.027,0.055
Kohsoom,31/08/2008,0.218,0.324
Chai,31/08/2008,0.067,0.107
Chai,31/08/2008,0.067,0.117
Chai,31/08/2008,0.067,0.109
Boonsri,05/09/2008,0.02,0.16
Boonsri,05/09/2008,0.027,0.16
Boonsri,05/09/2008,0.03,0.15
Sakda,06/09/2008,0.026,0.2016
Sakda,06/09/2008,0.027,0.214
Sakda,06/09/2008,0.027,0.203
Kannika,07/09/2008,0.026,0.214
Kannika,07/09/2008,0.026,0.232
Kannika,07/09/2008,0.026,0.216
Chai,11/09/2008,0.028,0.21
Chai,11/09/2008,0.028,0.214
Chai,11/09/2008,0.029,0.216
Boonsri,13/09/2008,0.023,0.049
Boonsri,13/09/2008,0.036,0.075
Boonsri,18/09/2008,0.055,0.13
Somchair,21/09/2008,0.025,0.085
Busarakhan,21/09/2008,0.026,0.112
Chai,25/09/2008,0.034,0.201
Chai,25/09/2008,0.029,0.088
Chai,25/09/2008,0.033,0.093
Boonsri,26/09/2008,0.09,0.15
Kohsoom,28/09/2008,0.218,0.324
Boonsri,03/10/2008,0.021,0.04
Boonsri,03/10/2008,0.032,0.04
Boonsri,03/10/2008,0.036,0.045
Boonsri,10/10/2008,0.017,0.062
Boonsri,10/10/2008,0.018,0.082
Boonsri,10/10/2008,0.015,0.085
Kannika,12/10/2008,0.005,0.113
Kannika,12/10/2008,0.005,0.126
Kannika,12/10/2008,0.005,0.1169
Sakda,12/10/2008,0.033,0.1221
Sakda,12/10/2008,0.005,0.1271
Sakda,12/10/2008,0.005,0.1759
Boonsri,17/10/2008,0.013,0.022
Boonsri,17/10/2008,0.015,0.022
Boonsri,17/10/2008,0.017,0.024
Chai,17/10/2008,0.026,0.0838
Chai,17/10/2008,0.032,0.0848
Chai,17/10/2008,0.02,0.0842
Somchair,19/10/2008,0.032,0.0607
Busarakhan,19/10/2008,0.043,0.0818
